EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Opponent Division,Team Division,Divisional Matchup?,Away Team
1.0,0.7040000000000001,0.1049,KC,WAS,3.5,2021,6,NFC East,AFC West,0,1
0.99,0.66,0.1221,PIT,SEA,1.0,2021,6,NFC West,AFC North,0,0
0.98,0.639,0.0172,CIN,DET,0.5,2021,6,NFC North,AFC North,0,1
0.98,0.638,0.0009,DAL,NE,2.0,2021,6,AFC East,NFC East,0,1
0.95,0.748,0.1698,LAR,NYG,3.5,2021,6,NFC East,NFC West,0,1
0.94,0.599,0.0004,BAL,LAC,2.5,2021,6,AFC West,AFC North,0,0
0.91,0.579,0.0018,CLE,ARI,2.0,2021,6,NFC West,AFC North,0,0
0.88,0.5579999999999999,0.0004,MIN,CAR,1.0,2021,6,NFC South,NFC North,0,1
0.83,0.534,0.0031,MIA,(n),1.5,2021,6,,AFC East,0,1
0.74,0.466,0.0004,JAX,(n),0.0,2021,6,,AFC South,0,0
0.69,0.442,0.0,CAR,MIN,0.5,2021,6,NFC North,NFC South,0,0
0.66,0.421,0.0,ARI,CLE,3.0,2021,6,AFC North,NFC West,0,1
0.63,0.401,0.0,LAC,BAL,2.5,2021,6,AFC North,AFC West,0,1
0.61,0.252,0.0,NYG,LAR,0.0,2021,6,NFC West,NFC East,0,0
0.59,0.362,0.0,NE,DAL,1.0,2021,6,NFC East,AFC East,0,0
0.58,0.361,0.0009,DET,CIN,0.0,2021,6,AFC North,NFC North,0,0
0.58,0.34,0.0,SEA,PIT,2.0,2021,6,AFC North,NFC West,0,1
0.57,0.296,0.0,WAS,KC,0.0,2021,6,AFC West,NFC East,0,0
0.54,0.3429999999999999,0.0,LV,DEN,0.5,2021,6,AFC West,AFC West,1,1
0.54,0.324,0.0,CHI,GB,0.5,2021,6,NFC North,NFC North,1,0
0.52,0.1889999999999999,0.0,HOU,IND,0.0,2021,6,AFC South,AFC South,1,1
0.49,0.31,0.0,TEN,BUF,2.0,2021,6,AFC East,AFC South,0,0
0.47,0.283,0.0,PHI,TB,0.5,2021,6,NFC South,NFC East,0,0
1.12,0.899,0.174,LAR,DET,3.0,2021,7,NFC North,NFC West,0,0
1.07,0.92,0.248,ARI,HOU,2.5,2021,7,AFC South,NFC West,0,0
1.06,0.838,0.104,TB,CHI,4.5,2021,7,NFC North,NFC South,0,0
0.92,0.778,0.122,GB,WAS,2.0,2021,7,NFC East,NFC North,0,0
0.9,0.71,0.03,BAL,CIN,2.5,2021,7,AFC North,AFC North,1,0
0.89,0.741,0.295,NE,NYJ,0.5,2021,7,AFC East,AFC East,1,0
0.86,0.677,0.009,NO,SEA,2.0,2021,7,NFC West,NFC South,0,1
0.83,0.648,0.001,KC,TEN,3.5,2021,7,AFC South,AFC West,0,1
0.78,0.616,0.003,SF,IND,1.5,2021,7,AFC South,NFC West,0,0
0.74,0.583,0.006,CAR,NYG,0.5,2021,7,NFC East,NFC South,0,1
0.68,0.535,0.003,ATL,MIA,0.5,2021,7,AFC East,NFC South,0,1
0.68,0.532,0.0005,CLE,DEN,1.5,2021,7,AFC West,AFC North,0,0
0.65,0.515,0.003,LV,PHI,0.5,2021,7,NFC East,AFC West,0,0
0.62,0.485,0.0,PHI,LV,1.0,2021,7,AFC West,NFC East,0,1
0.6,0.4679999999999999,0.001,DEN,CLE,1.0,2021,7,AFC North,AFC West,0,1
0.6,0.465,0.0005,MIA,ATL,1.0,2021,7,NFC South,AFC East,0,0
0.54,0.417,0.0005,NYG,CAR,0.0,2021,7,NFC South,NFC East,0,0
0.49,0.384,0.0,IND,SF,1.5,2021,7,NFC West,AFC South,0,1
0.45,0.352,0.0,TEN,KC,2.0,2021,7,AFC West,AFC South,0,0
0.41,0.3229999999999999,0.0,SEA,NO,1.5,2021,7,NFC South,NFC West,0,0
0.39,0.259,0.0,NYJ,NE,0.0,2021,7,AFC East,AFC East,1,1
0.37,0.29,0.0,CIN,BAL,0.5,2021,7,AFC North,AFC North,1,1
0.36,0.222,0.0,WAS,GB,0.5,2021,7,NFC North,NFC East,0,1
0.22,0.162,0.0,CHI,TB,0.5,2021,7,NFC South,NFC North,0,1
0.21,0.08,0.0,HOU,ARI,0.0,2021,7,NFC West,AFC South,0,1
0.15,0.1009999999999999,0.0,DET,LAR,0.0,2021,7,NFC West,NFC North,0,1
1.21,0.899,0.098,LAR,HOU,2.5,2021,8,AFC South,NFC West,0,1
1.17,0.88,0.0969999999999999,BUF,MIA,5.0,2021,8,AFC East,AFC East,1,0
1.03,0.81,0.344,KC,NYG,2.0,2021,8,NFC East,AFC West,0,0
0.98,0.713,0.003,ARI,GB,2.5,2021,8,NFC North,NFC West,0,0
0.93,0.674,0.001,CLE,PIT,1.5,2021,8,AFC North,AFC North,1,0
0.92,0.8140000000000001,0.409,CIN,NYJ,0.5,2021,8,AFC East,AFC North,0,1
0.9,0.653,0.003,SF,CHI,1.5,2021,8,NFC North,NFC West,0,1
0.9,0.647,0.001,MIN,DAL,1.5,2021,8,NFC East,NFC North,0,0
0.89,0.642,0.0005,DEN,WAS,1.0,2021,8,NFC East,AFC West,0,0
0.87,0.634,0.001,TB,NO,4.5,2021,8,NFC South,NFC South,1,1
0.87,0.6409999999999999,0.008,SEA,JAX,1.5,2021,8,AFC South,NFC West,0,0
0.86,0.631,0.018,LAC,NE,2.0,2021,8,AFC East,AFC West,0,0
0.85,0.616,0.006,PHI,DET,0.5,2021,8,NFC North,NFC East,0,1
0.85,0.609,0.0,IND,TEN,2.0,2021,8,AFC South,AFC South,1,0
0.77,0.557,0.006,ATL,CAR,0.5,2021,8,NFC South,NFC South,1,0
0.62,0.4429999999999999,0.0005,CAR,ATL,0.5,2021,8,NFC South,NFC South,1,1
0.54,0.391,0.0,TEN,IND,2.5,2021,8,AFC South,AFC South,1,1
0.53,0.384,0.0,DET,PHI,0.0,2021,8,NFC East,NFC North,0,0
0.52,0.369,0.0,NE,LAC,1.0,2021,8,AFC West,AFC East,0,1
0.51,0.359,0.0,JAX,SEA,0.5,2021,8,NFC West,AFC South,0,1
0.51,0.366,0.0,NO,TB,2.5,2021,8,NFC South,NFC South,1,0
0.5,0.358,0.0005,WAS,DEN,0.0,2021,8,AFC West,NFC East,0,1
0.49,0.353,0.0,DAL,MIN,2.5,2021,8,NFC North,NFC East,0,1
0.48,0.347,0.0,CHI,SF,0.5,2021,8,NFC West,NFC North,0,0
0.46,0.186,0.0,NYJ,CIN,0.0,2021,8,AFC North,AFC East,0,0
0.45,0.326,0.0,PIT,CLE,1.0,2021,8,AFC North,AFC North,1,1
0.4,0.287,0.0,GB,ARI,2.0,2021,8,NFC West,NFC North,0,1
0.35,0.19,0.0,NYG,KC,0.0,2021,8,AFC West,NFC East,0,1
0.22,0.12,0.0,MIA,BUF,1.0,2021,8,AFC East,AFC East,1,1
0.17,0.1009999999999999,0.0,HOU,LAR,0.0,2021,8,NFC West,AFC South,0,0
1.19,0.88,0.21,BUF,JAX,4.5,2021,9,AFC South,AFC East,0,1
1.04,0.7509999999999999,0.009,LAR,TEN,2.0,2021,9,AFC South,NFC West,0,0
1.03,0.8029999999999999,0.242,IND,NYJ,2.0,2021,9,AFC East,AFC South,0,0
1.02,0.74,0.034,KC,GB,2.5,2021,9,NFC North,AFC West,0,0
0.99,0.726,0.106,BAL,MIN,2.0,2021,9,NFC North,AFC North,0,0
0.98,0.731,0.127,PIT,CHI,0.5,2021,9,NFC North,AFC North,0,0
0.98,0.7170000000000001,0.103,NO,ATL,1.5,2021,9,NFC South,NFC South,1,0
0.97,0.7929999999999999,0.093,DAL,DEN,3.0,2021,9,AFC West,NFC East,0,0
0.94,0.677,0.002,SF,ARI,2.0,2021,9,NFC West,NFC West,1,0
0.89,0.657,0.064,MIA,HOU,0.5,2021,9,AFC South,AFC East,0,0
0.86,0.616,0.001,NE,CAR,1.0,2021,9,NFC South,AFC East,0,1
0.79,0.579,0.004,LV,NYG,0.5,2021,9,NFC East,AFC West,0,1
0.76,0.544,0.001,CIN,CLE,0.5,2021,9,AFC North,AFC North,1,0
0.7,0.498,0.0,PHI,LAC,1.0,2021,9,AFC West,NFC East,0,0
0.69,0.502,0.004,LAC,PHI,2.0,2021,9,NFC East,AFC West,0,1
0.64,0.456,0.0,CLE,CIN,1.0,2021,9,AFC North,AFC North,1,1
0.6,0.421,0.0,NYG,LV,0.0,2021,9,AFC West,NFC East,0,0
0.54,0.384,0.0,CAR,NE,0.5,2021,9,AFC East,NFC South,0,0
0.51,0.3429999999999999,0.0,HOU,MIA,0.0,2021,9,AFC East,AFC South,0,1
0.45,0.3229999999999999,0.0,ARI,SF,2.5,2021,9,NFC West,NFC West,1,1
0.42,0.207,0.0,DEN,DAL,1.0,2021,9,NFC East,AFC West,0,1
0.41,0.283,0.0,ATL,NO,0.5,2021,9,NFC South,NFC South,1,1
0.41,0.2689999999999999,0.0,CHI,PIT,0.5,2021,9,AFC North,NFC North,0,1
0.41,0.2739999999999999,0.0,MIN,BAL,1.5,2021,9,AFC North,NFC North,0,1
0.37,0.26,0.0,GB,KC,2.0,2021,9,AFC West,NFC North,0,1
0.36,0.1969999999999999,0.0,NYJ,IND,0.0,2021,9,AFC South,AFC East,0,1
0.35,0.249,0.0,TEN,LAR,2.5,2021,9,NFC West,AFC South,0,1
0.21,0.12,0.0,JAX,BUF,0.5,2021,9,AFC East,AFC South,0,0
1.11,0.735,0.075,CIN,PIT,2.5,2022,1,AFC North,AFC North,1,0
1.07,0.713,0.115,SF,CHI,2.5,2022,1,NFC North,NFC West,0,1
1.06,0.682,0.024,KC,ARI,3.0,2022,1,NFC West,AFC West,0,1
1.05,0.685,0.024,PHI,DET,2.5,2022,1,NFC North,NFC East,0,1
1.02,0.716,0.143,IND,HOU,2.5,2022,1,AFC South,AFC South,1,1
1.02,0.6970000000000001,0.093,DEN,SEA,2.5,2022,1,NFC West,AFC West,0,1
1.02,0.669,0.0819999999999999,NO,ATL,1.0,2022,1,NFC South,NFC South,1,1
1.0,0.7090000000000001,0.271,BAL,NYJ,2.5,2022,1,AFC East,AFC North,0,1
0.99,0.682,0.115,TEN,NYG,1.5,2022,1,NFC East,AFC South,0,0
0.98,0.63,0.004,LAC,LV,3.0,2022,1,AFC West,AFC West,1,0
0.92,0.59,0.012,MIA,NE,1.5,2022,1,AFC East,AFC East,1,0
0.91,0.591,0.016,WAS,JAX,0.5,2022,1,AFC South,NFC East,0,0
0.85,0.546,0.0,TB,DAL,4.0,2022,1,NFC East,NFC South,0,1
0.85,0.542,0.001,MIN,GB,2.0,2022,1,NFC North,NFC North,1,0
0.84,0.54,0.001,BUF,LAR,5.0,2022,1,NFC West,AFC East,0,1
0.82,0.528,0.013,CAR,CLE,0.5,2022,1,AFC North,NFC South,0,0
0.75,0.472,0.001,CLE,CAR,2.0,2022,1,NFC South,AFC North,0,1
0.72,0.46,0.001,LAR,BUF,3.0,2022,1,AFC East,NFC West,0,0
0.71,0.4579999999999999,0.0005,GB,MIN,4.0,2022,1,NFC North,NFC North,1,1
0.71,0.4539999999999999,0.0005,DAL,TB,3.0,2022,1,NFC South,NFC East,0,0
0.66,0.409,0.0,JAX,WAS,0.5,2022,1,NFC East,AFC South,0,1
0.65,0.41,0.0,NE,MIA,1.5,2022,1,AFC East,AFC East,1,1
0.58,0.37,0.0,LV,LAC,1.5,2022,1,AFC West,AFC West,1,1
0.58,0.318,0.0,NYG,TEN,0.5,2022,1,AFC South,NFC East,0,1
0.57,0.291,0.0005,NYJ,BAL,0.5,2022,1,AFC North,AFC East,0,0
0.55,0.331,0.0,ATL,NO,0.0,2022,1,NFC South,NFC South,1,0
0.55,0.303,0.0005,SEA,DEN,0.5,2022,1,AFC West,NFC West,0,0
0.54,0.284,0.001,HOU,IND,0.0,2022,1,AFC South,AFC South,1,0
0.52,0.315,0.0005,DET,PHI,0.5,2022,1,NFC East,NFC North,0,0
0.51,0.318,0.0,ARI,KC,1.5,2022,1,AFC West,NFC West,0,0
0.5,0.287,0.0005,CHI,SF,0.5,2022,1,NFC West,NFC North,0,0
0.46,0.265,0.0,PIT,CIN,0.5,2022,1,AFC North,AFC North,1,1
1.27,0.8079999999999999,0.087,PHI,WAS,4.0,2022,10,NFC East,NFC East,1,0
1.17,0.767,0.261,SF,LAC,3.5,2022,10,AFC West,NFC West,0,0
1.08,0.672,0.0,BUF,MIN,5.0,2022,10,NFC North,AFC East,0,0
1.07,0.784,0.313,KC,JAX,4.0,2022,10,AFC South,AFC West,0,0
1.03,0.6579999999999999,0.087,LV,IND,0.0,2022,10,AFC South,AFC West,0,0
1.01,0.627,0.0,LAR,ARI,1.0,2022,10,NFC West,NFC West,1,0
1.0,0.628,0.0,DAL,GB,3.0,2022,10,NFC North,NFC East,0,1
0.96,0.618,0.009,MIA,CLE,1.5,2022,10,AFC North,AFC East,0,0
0.94,0.595,0.07,CHI,DET,0.0,2022,10,NFC North,NFC North,1,0
0.92,0.5760000000000001,0.0,ATL,CAR,0.5,2022,10,NFC South,NFC South,1,1
0.89,0.564,0.0,TB,SEA,2.0,2022,10,NFC West,NFC South,0,0
0.88,0.675,0.148,NYG,HOU,0.5,2022,10,AFC South,NFC East,0,0
0.87,0.551,0.009,TEN,DEN,1.0,2022,10,AFC West,AFC South,0,0
0.82,0.505,0.009,PIT,NO,0.0,2022,10,NFC South,AFC North,0,0
0.8,0.495,0.009,NO,PIT,1.0,2022,10,AFC North,NFC South,0,1
0.74,0.449,0.0,DEN,TEN,0.5,2022,10,AFC South,AFC West,0,1
0.73,0.325,0.0,HOU,NYG,0.0,2022,10,NFC East,AFC South,0,1
0.73,0.436,0.0,SEA,TB,1.0,2022,10,NFC South,NFC West,0,1
0.69,0.424,0.0,CAR,ATL,0.0,2022,10,NFC South,NFC South,1,0
0.67,0.405,0.0,DET,CHI,0.0,2022,10,NFC North,NFC North,1,1
0.65,0.382,0.0,CLE,MIA,1.0,2022,10,AFC East,AFC North,0,1
0.61,0.372,0.0,GB,DAL,1.0,2022,10,NFC East,NFC North,0,0
0.6,0.373,0.0,ARI,LAR,0.0,2022,10,NFC West,NFC West,1,1
0.58,0.342,0.0,IND,LV,0.5,2022,10,AFC West,AFC South,0,1
0.54,0.216,0.0,JAX,KC,0.0,2022,10,AFC West,AFC South,0,1
0.54,0.3279999999999999,0.0,MIN,BUF,3.0,2022,10,AFC East,NFC North,0,1
0.44,0.233,0.0,LAC,SF,0.5,2022,10,NFC West,AFC West,0,1
0.34,0.192,0.0,WAS,PHI,0.5,2022,10,NFC East,NFC East,1,1
1.13,0.785,0.174,SF,(n),3.5,2022,11,,NFC West,0,1
1.07,0.7170000000000001,0.012,PHI,IND,3.5,2022,11,AFC South,NFC East,0,1
1.06,0.8390000000000001,0.291,BAL,CAR,3.5,2022,11,NFC South,AFC North,0,0
1.06,0.755,0.151,BUF,CLE,4.5,2022,11,AFC North,AFC East,0,0
1.02,0.677,0.012,KC,LAC,5.0,2022,11,AFC West,AFC West,1,1
0.93,0.622,0.035,GB,TEN,1.0,2022,11,AFC South,NFC North,0,0
0.92,0.627,0.047,CIN,PIT,0.5,2022,11,AFC North,AFC North,1,1
0.92,0.628,0.093,NE,NYJ,0.0,2022,11,AFC East,AFC East,1,0
0.87,0.605,0.105,NYG,DET,0.5,2022,11,NFC North,NFC East,0,0
0.87,0.578,0.0,DEN,LV,0.5,2022,11,AFC West,AFC West,1,0
0.85,0.564,0.047,ATL,CHI,0.0,2022,11,NFC North,NFC South,0,0
0.83,0.585,0.023,WAS,HOU,0.5,2022,11,AFC South,NFC East,0,1
0.83,0.546,0.0,DAL,MIN,3.0,2022,11,NFC North,NFC East,0,1
0.82,0.544,0.012,NO,LAR,1.0,2022,11,NFC West,NFC South,0,0
0.69,0.456,0.0,LAR,NO,1.0,2022,11,NFC South,NFC West,0,1
0.68,0.4539999999999999,0.0,MIN,DAL,3.0,2022,11,NFC East,NFC North,0,0
0.68,0.415,0.0,HOU,WAS,0.0,2022,11,NFC East,AFC South,0,0
0.66,0.436,0.0,CHI,ATL,0.0,2022,11,NFC South,NFC North,0,1
0.64,0.422,0.0,LV,DEN,0.0,2022,11,AFC West,AFC West,1,1
0.64,0.395,0.0,DET,NYG,0.0,2022,11,NFC East,NFC North,0,1
0.59,0.372,0.0,NYJ,NE,1.0,2022,11,AFC East,AFC East,1,1
0.59,0.373,0.0,PIT,CIN,0.0,2022,11,AFC North,AFC North,1,0
0.58,0.3779999999999999,0.0,TEN,GB,1.5,2022,11,NFC North,AFC South,0,1
0.49,0.3229999999999999,0.0,LAC,KC,0.5,2022,11,AFC West,AFC West,1,0
0.45,0.245,0.0,CLE,BUF,1.0,2022,11,AFC East,AFC North,0,1
0.45,0.161,0.0,CAR,BAL,0.0,2022,11,AFC North,NFC South,0,1
0.44,0.283,0.0,IND,PHI,1.0,2022,11,NFC East,AFC South,0,0
0.38,0.215,0.0,ARI,(n),0.0,2022,11,,NFC West,0,0
1.12,0.7909999999999999,0.284,DAL,NYG,3.5,2022,12,NFC East,NFC East,1,0
1.1,0.7809999999999999,0.5539999999999999,BUF,DET,4.5,2022,12,NFC North,AFC East,0,1
0.81,0.562,0.122,MIN,NE,2.5,2022,12,AFC East,NFC North,0,0
0.65,0.4379999999999999,0.0409999999999999,NE,MIN,0.0,2022,12,NFC North,AFC East,0,1
0.35,0.2189999999999999,0.0,DET,BUF,0.5,2022,12,AFC East,NFC North,0,0
0.33,0.209,0.0,NYG,DAL,0.0,2022,12,NFC East,NFC East,1,1
1.28,0.8909999999999999,0.042,KC,LAR,5.0,2022,13,NFC West,AFC West,0,0
1.06,0.77,0.155,SF,NO,3.5,2022,13,NFC South,NFC West,0,0
1.04,0.7170000000000001,0.0,PHI,GB,4.0,2022,13,NFC North,NFC East,0,0
1.01,0.86,0.493,MIA,HOU,1.0,2022,13,AFC South,AFC East,0,0
1.0,0.711,0.225,NYJ,CHI,0.5,2022,13,NFC North,AFC East,0,0
0.93,0.647,0.0,SEA,LV,2.0,2022,13,AFC West,NFC West,0,0
0.91,0.631,0.085,WAS,ATL,0.5,2022,13,NFC South,NFC East,0,0
0.88,0.613,0.0,BAL,JAX,3.5,2022,13,AFC South,AFC North,0,1
0.88,0.61,0.0,TB,CLE,2.5,2022,13,AFC North,NFC South,0,1
0.83,0.578,0.0,LAC,ARI,0.5,2022,13,NFC West,AFC West,0,1
0.79,0.5479999999999999,0.0,IND,PIT,1.0,2022,13,AFC North,AFC South,0,0
0.75,0.522,0.0,DEN,CAR,0.0,2022,13,NFC South,AFC West,0,1
0.73,0.505,0.0,TEN,CIN,2.0,2022,13,AFC North,AFC South,0,0
0.72,0.495,0.0,CIN,TEN,0.5,2022,13,AFC South,AFC North,0,1
0.7,0.478,0.0,CAR,DEN,0.0,2022,13,AFC West,NFC South,0,0
0.66,0.452,0.0,PIT,IND,0.0,2022,13,AFC South,AFC North,0,1
0.62,0.422,0.0,ARI,LAC,0.0,2022,13,AFC West,NFC West,0,0
0.57,0.39,0.0,CLE,TB,1.5,2022,13,NFC South,AFC North,0,0
0.57,0.387,0.0,JAX,BAL,0.5,2022,13,AFC North,AFC South,0,0
0.55,0.369,0.0,ATL,WAS,0.0,2022,13,NFC East,NFC South,0,1
0.52,0.353,0.0,LV,SEA,0.0,2022,13,NFC West,AFC West,0,1
0.45,0.289,0.0,CHI,NYJ,0.0,2022,13,AFC East,NFC North,0,1
0.44,0.14,0.0,HOU,MIA,0.0,2022,13,AFC East,AFC South,0,1
0.41,0.283,0.0,GB,PHI,1.0,2022,13,NFC East,NFC North,0,1
0.39,0.23,0.0,NO,SF,1.0,2022,13,NFC West,NFC South,0,1
0.17,0.109,0.0,LAR,KC,0.5,2022,13,AFC West,NFC West,0,1
1.19,0.7659999999999999,0.0279999999999999,BAL,DEN,2.0,2022,14,AFC West,AFC North,0,0
1.19,0.8029999999999999,0.07,DAL,IND,3.0,2022,14,AFC South,NFC East,0,0
1.06,0.6709999999999999,0.0,SF,MIA,3.0,2022,14,AFC East,NFC West,0,0
1.06,0.667,0.0,PHI,TEN,3.5,2022,14,AFC South,NFC East,0,0
1.04,0.7240000000000001,0.366,SEA,LAR,1.0,2022,14,NFC West,NFC West,1,1
1.0,0.635,0.0,BUF,NE,4.0,2022,14,AFC East,AFC East,1,1
0.99,0.638,0.0,TB,NO,1.5,2022,14,NFC South,NFC South,1,0
0.99,0.631,0.0,GB,CHI,1.0,2022,14,NFC North,NFC North,1,1
0.96,0.7440000000000001,0.507,CLE,HOU,0.5,2022,14,AFC South,AFC North,0,1
0.92,0.574,0.0,LV,LAC,1.0,2022,14,AFC West,AFC West,1,0
0.88,0.5870000000000001,0.0139999999999999,MIN,NYJ,2.0,2022,14,AFC East,NFC North,0,0
0.87,0.55,0.0,KC,CIN,5.0,2022,14,AFC North,AFC West,0,1
0.86,0.546,0.0,DET,JAX,0.5,2022,14,AFC South,NFC North,0,0
0.86,0.537,0.0,WAS,NYG,0.5,2022,14,NFC East,NFC East,1,1
0.82,0.519,0.0,PIT,ATL,0.5,2022,14,NFC South,AFC North,0,1
0.77,0.481,0.0,ATL,PIT,0.0,2022,14,AFC North,NFC South,0,0
0.73,0.4629999999999999,0.0,NYG,WAS,0.0,2022,14,NFC East,NFC East,1,0
0.73,0.4539999999999999,0.0139999999999999,JAX,DET,0.5,2022,14,NFC North,AFC South,0,1
0.72,0.45,0.0,CIN,KC,1.0,2022,14,AFC West,AFC North,0,0
0.71,0.413,0.0,NYJ,MIN,1.0,2022,14,NFC North,AFC East,0,1
0.68,0.426,0.0,LAC,LV,1.0,2022,14,AFC West,AFC West,1,1
0.63,0.256,0.0,HOU,CLE,0.0,2022,14,AFC North,AFC South,0,0
0.6,0.369,0.0,CHI,GB,0.0,2022,14,NFC North,NFC North,1,0
0.6,0.362,0.0,NO,TB,1.0,2022,14,NFC South,NFC South,1,1
0.59,0.365,0.0,NE,BUF,0.0,2022,14,AFC East,AFC East,1,0
0.55,0.276,0.0,LAR,SEA,0.0,2022,14,NFC West,NFC West,1,0
0.54,0.3329999999999999,0.0,TEN,PHI,1.5,2022,14,NFC East,AFC South,0,1
0.53,0.3289999999999999,0.0,MIA,SF,1.5,2022,14,NFC West,AFC East,0,1
0.41,0.1969999999999999,0.0,IND,DAL,1.0,2022,14,NFC East,AFC South,0,1
0.4,0.2339999999999999,0.0,DEN,BAL,0.0,2022,14,AFC North,AFC West,0,1
1.38,0.902,0.114,DAL,HOU,2.0,2022,15,AFC South,NFC East,0,0
1.18,0.782,0.1,BUF,NYJ,4.0,2022,15,AFC East,AFC East,1,0
1.18,0.7659999999999999,0.043,KC,DEN,5.0,2022,15,AFC West,AFC West,1,1
1.14,0.728,0.0139999999999999,PHI,NYG,4.0,2022,15,NFC East,NFC East,1,1
1.02,0.695,0.157,LV,LAR,0.0,2022,15,NFC West,AFC West,0,1
1.0,0.6409999999999999,0.0,SF,TB,2.0,2022,15,NFC South,NFC West,0,0
0.97,0.6609999999999999,0.086,CIN,CLE,1.0,2022,15,AFC North,AFC North,1,0
0.95,0.604,0.0,MIA,LAC,1.5,2022,15,AFC West,AFC East,0,1
0.89,0.5589999999999999,0.057,DET,MIN,0.5,2022,15,NFC North,NFC North,1,0
0.88,0.557,0.0139999999999999,NE,ARI,0.0,2022,15,NFC West,AFC East,0,1
0.87,0.62,0.171,TEN,JAX,1.5,2022,15,AFC South,AFC South,1,0
0.86,0.635,0.214,SEA,CAR,1.0,2022,15,NFC South,NFC West,0,0
0.86,0.5489999999999999,0.0139999999999999,PIT,BAL,0.0,2022,15,AFC North,AFC North,1,0
0.71,0.451,0.0,BAL,PIT,2.0,2022,15,AFC North,AFC North,1,1
0.71,0.365,0.0,CAR,SEA,0.5,2022,15,NFC West,NFC South,0,1
0.71,0.38,0.0,JAX,TEN,0.5,2022,15,AFC South,AFC South,1,1
0.69,0.4429999999999999,0.0139999999999999,ARI,NE,0.0,2022,15,AFC East,NFC West,0,0
0.69,0.441,0.0,MIN,DET,2.5,2022,15,NFC North,NFC North,1,1
0.62,0.396,0.0,LAC,MIA,1.0,2022,15,AFC East,AFC West,0,0
0.6,0.3389999999999999,0.0,CLE,CIN,1.0,2022,15,AFC North,AFC North,1,1
0.57,0.359,0.0,TB,SF,2.5,2022,15,NFC West,NFC South,0,1
0.55,0.305,0.0,LAR,LV,0.0,2022,15,AFC West,NFC West,0,0
0.44,0.272,0.0,NYG,PHI,0.0,2022,15,NFC East,NFC East,1,0
0.39,0.2339999999999999,0.0,DEN,KC,0.5,2022,15,AFC West,AFC West,1,0
0.39,0.218,0.0,NYJ,BUF,0.5,2022,15,AFC East,AFC East,1,1
0.19,0.098,0.0,HOU,DAL,0.0,2022,15,NFC East,AFC South,0,1
1.29,0.856,0.067,KC,HOU,5.0,2022,16,AFC South,AFC West,0,1
1.18,0.7709999999999999,0.0,PHI,CHI,4.0,2022,16,NFC North,NFC East,0,1
1.15,0.742,0.0,BUF,MIA,4.0,2022,16,AFC East,AFC East,1,0
1.14,0.757,0.133,GB,LAR,1.0,2022,16,NFC West,NFC North,0,0
1.01,0.647,0.0,DAL,JAX,2.5,2022,16,AFC South,NFC East,0,1
0.99,0.669,0.1,NO,ATL,0.5,2022,16,NFC South,NFC South,1,0
0.97,0.655,0.5329999999999999,WAS,NYG,0.0,2022,16,NFC East,NFC East,1,0
0.97,0.623,0.0,CIN,TB,1.5,2022,16,NFC South,AFC North,0,1
0.93,0.615,0.0,SF,SEA,4.0,2022,16,NFC West,NFC West,1,1
0.91,0.58,0.033,CLE,BAL,0.5,2022,16,AFC North,AFC North,1,0
0.91,0.59,0.0,LAC,TEN,2.5,2022,16,AFC South,AFC West,0,0
0.9,0.5760000000000001,0.0,CAR,PIT,0.0,2022,16,AFC North,NFC South,0,0
0.86,0.55,0.0,LV,NE,0.0,2022,16,AFC East,AFC West,0,0
0.86,0.635,0.133,MIN,IND,1.5,2022,16,AFC South,NFC North,0,0
0.85,0.536,0.0,NYJ,DET,0.0,2022,16,NFC North,AFC East,0,0
0.84,0.535,0.0,DEN,ARI,0.5,2022,16,NFC West,AFC West,0,0
0.73,0.465,0.0,ARI,DEN,0.0,2022,16,AFC West,NFC West,0,1
0.73,0.4639999999999999,0.0,DET,NYJ,1.5,2022,16,AFC East,NFC North,0,1
0.71,0.365,0.0,IND,MIN,1.5,2022,16,NFC North,AFC South,0,1
0.71,0.45,0.0,NE,LV,0.5,2022,16,AFC West,AFC East,0,1
0.67,0.424,0.0,PIT,CAR,0.5,2022,16,NFC South,AFC North,0,1
0.66,0.41,0.0,TEN,LAC,1.0,2022,16,AFC West,AFC South,0,1
0.66,0.42,0.0,BAL,CLE,3.0,2022,16,AFC North,AFC North,1,1
0.64,0.385,0.0,SEA,SF,1.0,2022,16,NFC West,NFC West,1,0
0.6,0.377,0.0,TB,CIN,3.5,2022,16,AFC North,NFC South,0,0
0.6,0.345,0.0,NYG,WAS,0.5,2022,16,NFC East,NFC East,1,1
0.58,0.331,0.0,ATL,NO,0.0,2022,16,NFC South,NFC South,1,1
0.56,0.353,0.0,JAX,DAL,1.0,2022,16,NFC East,AFC South,0,0
0.44,0.243,0.0,LAR,GB,0.0,2022,16,NFC North,NFC West,0,1
0.42,0.258,0.0,MIA,BUF,2.0,2022,16,AFC East,AFC East,1,1
0.39,0.2289999999999999,0.0,CHI,PHI,0.0,2022,16,NFC East,NFC North,0,0
0.29,0.144,0.0,HOU,KC,0.0,2022,16,AFC West,AFC South,0,0
1.3,0.804,0.0,KC,SEA,5.0,2022,17,NFC West,AFC West,0,0
1.17,0.745,0.0,BUF,CHI,2.5,2022,17,NFC North,AFC East,0,1
1.14,0.708,0.0,BAL,ATL,1.0,2022,17,NFC South,AFC North,0,0
